PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37361737","Investigating the potential of the semantic web for education: Exploring Wikidata as a learning platform","Evenstein Sigalov S, Nachmias R.","Educ Inf Technol (Dordr). 2023 Mar 13:1-50. doi: 10.1007/s10639-023-11664-1. Online ahead of print.","Evenstein Sigalov S","Educ Inf Technol (Dordr)","2023","2023/06/26","PMC10009355","","10.1007/s10639-023-11664-1"
"34423285","Sysrev: A FAIR Platform for Data Curation and Systematic Evidence Review","Bozada T Jr, Borden J, Workman J, Del Cid M, Malinowski J, Luechtefeld T.","Front Artif Intell. 2021 Aug 5;4:685298. doi: 10.3389/frai.2021.685298. eCollection 2021.","Bozada T Jr","Front Artif Intell","2021","2021/08/23","PMC8374944","","10.3389/frai.2021.685298"
"38353856","Inter-platform reproducibility of ultrasound-based fat fraction for evaluating hepatic steatosis in nonalcoholic fatty liver disease","Jeon SK, Lee JM.","Insights Imaging. 2024 Feb 14;15(1):46. doi: 10.1186/s13244-024-01611-0.","Jeon SK","Insights Imaging","2024","2024/02/14","PMC10866839","","10.1186/s13244-024-01611-0"
"31829015","Fast and Reproducible ELISA Laser Platform for Ultrasensitive Protein Quantification","Tan X, Chen Q, Zhu H, Zhu S, Gong Y, Wu X, Chen YC, Li X, Li MW, Liu W, Fan X.","ACS Sens. 2020 Jan 24;5(1):110-117. doi: 10.1021/acssensors.9b01795. Epub 2019 Dec 23.","Tan X","ACS Sens","2020","2019/12/13","","","10.1021/acssensors.9b01795"
"33814672","Web Infrastructure for Data Management, Storage and Computation","Brosset S, Dumont M, Cevidanes L, Soroushmehr R, Bianchi J, Gurgel M, Deleat-Besson R, Le C, Ruellas A, Yatabe M, Junior CC, Gomes L, Goncalves J, Najarian K, Gryak J, Styner M, Paniagua B, Prieto JC.","Proc SPIE Int Soc Opt Eng. 2021 Feb;11600:116001N. doi: 10.1117/12.2582283. Epub 2021 Feb 14.","Brosset S","Proc SPIE Int Soc Opt Eng","2021","2021/04/05","PMC8015809","NIHMS1678798","10.1117/12.2582283"
"35495148","PHDMF: A Flexible and Scalable Personal Health Data Management Framework Based on Blockchain Technology","Ma L, Liao Y, Fan H, Zheng X, Zhao J, Xiao Z, Zheng G, Xiong Y.","Front Genet. 2022 Apr 13;13:877870. doi: 10.3389/fgene.2022.877870. eCollection 2022.","Ma L","Front Genet","2022","2022/05/02","PMC9043280","","10.3389/fgene.2022.877870"
"35870448","Neuroscience Cloud Analysis As a Service: An open-source platform for scalable, reproducible data analysis","Abe T, Kinsella I, Saxena S, Buchanan EK, Couto J, Briggs J, Kitt SL, Glassman R, Zhou J, Paninski L, Cunningham JP.","Neuron. 2022 Sep 7;110(17):2771-2789.e7. doi: 10.1016/j.neuron.2022.06.018. Epub 2022 Jul 22.","Abe T","Neuron","2022","2022/07/23","PMC9464703","NIHMS1821120","10.1016/j.neuron.2022.06.018"
"34040252","PANOPLY: a cloud-based platform for automated and reproducible proteogenomic data analysis","Mani DR, Maynard M, Kothadia R, Krug K, Christianson KE, Heiman D, Clauser KR, Birger C, Getz G, Carr SA.","Nat Methods. 2021 Jun;18(6):580-582. doi: 10.1038/s41592-021-01176-6.","Mani DR","Nat Methods","2021","2021/05/27","PMC8791030","NIHMS1765107","10.1038/s41592-021-01176-6"
"39176867","An Open Information Model-Based Repository for Sustainable Re-Use of Heterogeneous Pandemics Research Data","Scheuermann K, Hufeland P, Haarbrandt B, Hanss S, Joseph M, Kohler S, Krefting D, Richter J, Tute E, Wolf KH, Marschollek M.","Stud Health Technol Inform. 2024 Aug 22;316:1921-1925. doi: 10.3233/SHTI240808.","Scheuermann K","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240808"
"40880529","surveydown: An open-source, markdown-based platform for programmable and reproducible surveys","Hu P, Bunea B, Helveston JP.","PLoS One. 2025 Aug 29;20(8):e0331002. doi: 10.1371/journal.pone.0331002. eCollection 2025.","Hu P","PLoS One","2025","2025/08/29","PMC12396762","","10.1371/journal.pone.0331002"
"39176613","Securing Reproducibility and Accountability in Distributed Healthcare Analytics: A Framework Based on Blockchain and Cryptography","Nucciarelli L, Gottardelli B, Gatta R, Damiani A.","Stud Health Technol Inform. 2024 Aug 22;316:1269-1273. doi: 10.3233/SHTI240643.","Nucciarelli L","Stud Health Technol Inform","2024","2024/08/23","","","10.3233/SHTI240643"
"36777488","Evaluation of Decentralized Verifiable Credentials to Authenticate Authorized Trading Partners and Verify Drug Provenance","Ashkar GL, Patel KS, de Jesus J, Vinnakota N, Helms N, Jack W, Chien W, Taylor B.","Blockchain Healthc Today. 2021 Mar 11;4. doi: 10.30953/bhty.v4.168. eCollection 2021.","Ashkar GL","Blockchain Healthc Today","2021","2023/02/13","PMC9907409","","10.30953/bhty.v4.168"
"33993573","Quantitative platform for accurate and reproducible assessment of transverse (T(2) ) relaxation time","Radunsky D, Stern N, Nassar J, Tsarfaty G, Blumenfeld-Katzir T, Ben-Eliezer N.","NMR Biomed. 2021 Aug;34(8):e4537. doi: 10.1002/nbm.4537. Epub 2021 May 16.","Radunsky D","NMR Biomed","2021","2021/05/16","","","10.1002/nbm.4537"
"38144826","Verification of rice quality during storage after drying with hot air and radio frequency heating","Chitsuthipakorn K, Thanapornpoonpong SN.","Food Chem X. 2023 Sep 16;20:100882. doi: 10.1016/j.fochx.2023.100882. eCollection 2023 Dec 30.","Chitsuthipakorn K","Food Chem X","2023","2023/12/25","PMC10739985","","10.1016/j.fochx.2023.100882"
"39568639","A FAIR, open-source virtual reality platform for dendritic spine analysis","Reimer ML, Kauer SD, Benson CA, King JF, Patwa S, Feng S, Estacion MA, Bangalore L, Waxman SG, Tan AM.","Patterns (N Y). 2024 Aug 12;5(9):101041. doi: 10.1016/j.patter.2024.101041. eCollection 2024 Sep 13.","Reimer ML","Patterns (N Y)","2024","2024/11/21","PMC11573899","","10.1016/j.patter.2024.101041"
"34847059","The Collaborative Metadata Repository (CoMetaR) Web App: Quantitative and Qualitative Usability Evaluation","Stöhr MR, Günther A, Majeed RW.","JMIR Med Inform. 2021 Nov 29;9(11):e30308. doi: 10.2196/30308.","Stöhr MR","JMIR Med Inform","2021","2021/11/30","PMC8669586","","10.2196/30308"
"40588931","A Novel Blockchain-Based Model for Secure Genomic Data Management","Shaikh M, Ebrahimi A, Wiil UK.","Stud Health Technol Inform. 2025 Jun 26;328:302-307. doi: 10.3233/SHTI250724.","Shaikh M","Stud Health Technol Inform","2025","2025/07/01","","","10.3233/SHTI250724"
"36365923","agroString: Visibility and Provenance through a Private Blockchain Platform for Agricultural Dispense towards Consumers","Vangipuram SLT, Mohanty SP, Kougianos E, Ray C.","Sensors (Basel). 2022 Oct 27;22(21):8227. doi: 10.3390/s22218227.","Vangipuram SLT","Sensors (Basel)","2022","2022/11/11","PMC9656739","","10.3390/s22218227"
"37552975","Highly reproducible and cost-effective one-pot organoid differentiation using a novel platform based on PF-127 triggered spheroid assembly","Zhang XS, Xie G, Ma H, Ding S, Wu YX, Fei Y, Cheng Q, Huang Y, Wang Y.","Biofabrication. 2023 Aug 21;15(4). doi: 10.1088/1758-5090/acee21.","Zhang XS","Biofabrication","2023","2023/08/08","","","10.1088/1758-5090/acee21"
"35699774","PeakForest: a multi-platform digital infrastructure for interoperable metabolite spectral data and metadata management","Paulhe N, Canlet C, Damont A, Peyriga L, Durand S, Deborde C, Alves S, Bernillon S, Berton T, Bir R, Bouville A, Cahoreau E, Centeno D, Costantino R, Debrauwer L, Delabrière A, Duperier C, Emery S, Flandin A, Hohenester U, Jacob D, Joly C, Jousse C, Lagree M, Lamari N, Lefebvre M, Lopez-Piffet C, Lyan B, Maucourt M, Migne C, Olivier MF, Rathahao-Paris E, Petriacq P, Pinelli J, Roch L, Roger P, Roques S, Tabet JC, Tremblay-Franco M, Traïkia M, Warnet A, Zhendre V, Rolin D, Jourdan F, Thévenot E, Moing A, Jamin E, Fenaille F, Junot C, Pujos-Guillot E, Giacomoni F.","Metabolomics. 2022 Jun 14;18(6):40. doi: 10.1007/s11306-022-01899-3.","Paulhe N","Metabolomics","2022","2022/06/14","PMC9197906","","10.1007/s11306-022-01899-3"
"33659392","BRIDGE: An Open Platform for Reproducible Protein-Ligand Simulations and Free Energy of Binding Calculations","Senapathi T, Barnett CB, Naidoo KJ.","Bio Protoc. 2020 Sep 5;10(17):e3731. doi: 10.21769/BioProtoc.3731. eCollection 2020 Sep 5.","Senapathi T","Bio Protoc","2020","2021/03/04","PMC7842724","","10.21769/BioProtoc.3731"
"32479607","The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2020 update","Jalili V, Afgan E, Gu Q, Clements D, Blankenberg D, Goecks J, Taylor J, Nekrutenko A.","Nucleic Acids Res. 2020 Jul 2;48(W1):W395-W402. doi: 10.1093/nar/gkaa434.","Jalili V","Nucleic Acids Res","2020","2020/06/02","PMC7319590","","10.1093/nar/gkaa434"
"33817033","Semantic micro-contributions with decentralized nanopublication services","Kuhn T, Taelman R, Emonet V, Antonatos H, Soiland-Reyes S, Dumontier M.","PeerJ Comput Sci. 2021 Mar 8;7:e387. doi: 10.7717/peerj-cs.387. eCollection 2021.","Kuhn T","PeerJ Comput Sci","2021","2021/04/05","PMC7959648","","10.7717/peerj-cs.387"
"32340974","Data Validation and Verification Using Blockchain in a Clinical Trial for Breast Cancer: Regulatory Sandbox","Hirano T, Motohashi T, Okumura K, Takajo K, Kuroki T, Ichikawa D, Matsuoka Y, Ochi E, Ueno T.","J Med Internet Res. 2020 Jun 2;22(6):e18938. doi: 10.2196/18938.","Hirano T","J Med Internet Res","2020","2020/04/29","PMC7298640","","10.2196/18938"
"34001121","Pragmatic MDR: a metadata repository with bottom-up standardization of medical metadata through reuse","Hegselmann S, Storck M, Gessner S, Neuhaus P, Varghese J, Bruland P, Meidt A, Mertens C, Riepenhausen S, Baier S, Stöcker B, Henke J, Schmidt CO, Dugas M.","BMC Med Inform Decis Mak. 2021 May 17;21(1):160. doi: 10.1186/s12911-021-01524-8.","Hegselmann S","BMC Med Inform Decis Mak","2021","2021/05/18","PMC8130274","","10.1186/s12911-021-01524-8"
"34400238","A local platform for user-friendly FAIR data management and reproducible analytics","Wieser F, Stryeck S, Lang K, Hahn C, Thallinger GG, Feichtinger J, Hack P, Stepponat M, Merchant N, Lindstaedt S, Oberdorfer G.","J Biotechnol. 2021 Nov 20;341:43-50. doi: 10.1016/j.jbiotec.2021.08.004. Epub 2021 Aug 13.","Wieser F","J Biotechnol","2021","2021/08/17","","","10.1016/j.jbiotec.2021.08.004"
"33095183","Proposed Implementation of Blockchain in British Columbia's Health Care Data Management","Cadoret D, Kailas T, Velmovitsky P, Morita P, Igboeli O.","J Med Internet Res. 2020 Oct 23;22(10):e20897. doi: 10.2196/20897.","Cadoret D","J Med Internet Res","2020","2020/10/23","PMC7647806","","10.2196/20897"
"33404959","An Integrated Platform for Skin Cancer Heterogenous and Multilayered Data Management","Maglogiannis I, Kontogianni G, Papadodima O, Karanikas H, Billiris A, Chatziioannou A.","J Med Syst. 2021 Jan 6;45(1):10. doi: 10.1007/s10916-020-01679-3.","Maglogiannis I","J Med Syst","2021","2021/01/06","","","10.1007/s10916-020-01679-3"
"38222410","Promoting TEFCA with Blockchain Technology: A Decentralized Approach to Patient-centered Healthcare Data Management","Zhuang Y, Zhang L.","AMIA Annu Symp Proc. 2024 Jan 11;2023:824-833. eCollection 2023.","Zhuang Y","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785864","",""
"34192116","Secure and Provenance Enhanced Internet of Health Things Framework: A Blockchain Managed Federated Learning Approach","Rahman MA, Hossain MS, Islam MS, Alrajeh NA, Muhammad G.","IEEE Access. 2020 Nov 11;8:205071-205087. doi: 10.1109/ACCESS.2020.3037474. eCollection 2020.","Rahman MA","IEEE Access","2020","2021/06/30","PMC8043507","","10.1109/ACCESS.2020.3037474"
"32897710","Storage Conditions of Human Kidney Tissue Sections Affect Spatial Lipidomics Analysis Reproducibility","Lukowski JK, Pamreddy A, Velickovic D, Zhang G, Pasa-Tolic L, Alexandrov T, Sharma K, Anderton CR; Kidney Precision Medicine Project.","J Am Soc Mass Spectrom. 2020 Dec 2;31(12):2538-2546. doi: 10.1021/jasms.0c00256. Epub 2020 Sep 25.","Lukowski JK","J Am Soc Mass Spectrom","2020","2020/09/08","PMC8162764","NIHMS1699798","10.1021/jasms.0c00256"
"40824916","Reproducible Manufacturing of SPOT as a High-throughput Scaffold-based Culture Platform","Cao R, Li NT, Shing CB, Kutulakos Z, Tan CM, McGuigan AP.","J Vis Exp. 2025 Jul 29;(221). doi: 10.3791/68405.","Cao R","J Vis Exp","2025","2025/08/18","","","10.3791/68405"
"38570648","A scalable blockchain based framework for efficient IoT data management using lightweight consensus","Haque EU, Shah A, Iqbal J, Ullah SS, Alroobaea R, Hussain S.","Sci Rep. 2024 Apr 3;14(1):7841. doi: 10.1038/s41598-024-58578-7.","Haque EU","Sci Rep","2024","2024/04/03","PMC10991409","","10.1038/s41598-024-58578-7"
"39558178","NASA open science data repository: open science for life in space","Gebre SG, Scott RT, Saravia-Butler AM, Lopez DK, Sanders LM, Costes SV.","Nucleic Acids Res. 2025 Jan 6;53(D1):D1697-D1710. doi: 10.1093/nar/gkae1116.","Gebre SG","Nucleic Acids Res","2025","2024/11/18","PMC11701653","","10.1093/nar/gkae1116"
"37482620","The metabolomics workbench file status website: a metadata repository promoting FAIR principles of metabolomics data","Powell CD, Moseley HNB.","BMC Bioinformatics. 2023 Jul 24;24(1):299. doi: 10.1186/s12859-023-05423-9.","Powell CD","BMC Bioinformatics","2023","2023/07/23","PMC10364356","","10.1186/s12859-023-05423-9"
"37850400","Facilitating Harmonization of Variables in Framingham, MESA, ARIC, and REGARDS Studies Through a Metadata Repository","Mallya P, Stevens LM, Zhao J, Hong C, Henao R, Economou-Zavlanos N, Wojdyla DM, Schibler T, Manchanda V, Pencina MJ, Hall JL.","Circ Cardiovasc Qual Outcomes. 2023 Nov;16(11):e009938. doi: 10.1161/CIRCOUTCOMES.123.009938. Epub 2023 Oct 18.","Mallya P","Circ Cardiovasc Qual Outcomes","2023","2023/10/18","PMC10841164","NIHMS1928622","10.1161/CIRCOUTCOMES.123.009938"
"40732470","Blockchain-Based Trusted Data Management with Privacy Preservation for Secure IoT Systems","Zhou H, Gao H, Ma Z, Lai G.","Sensors (Basel). 2025 Jul 11;25(14):4344. doi: 10.3390/s25144344.","Zhou H","Sensors (Basel)","2025","2025/07/30","PMC12300857","","10.3390/s25144344"
"34528664","ISA API: An open platform for interoperable life science experimental metadata","Johnson D, Batista D, Cochrane K, Davey RP, Etuk A, Gonzalez-Beltran A, Haug K, Izzo M, Larralde M, Lawson TN, Minotto A, Moreno P, Nainala VC, O'Donovan C, Pireddu L, Roger P, Shaw F, Steinbeck C, Weber RJM, Sansone SA, Rocca-Serra P.","Gigascience. 2021 Sep 16;10(9):giab060. doi: 10.1093/gigascience/giab060.","Johnson D","Gigascience","2021","2021/09/16","PMC8444265","","10.1093/gigascience/giab060"
"35919378","Lessons learned from developing a statewide research data repository to combat the opioid epidemic in Alabama","Hudnall M, Lewis D, Parton J, Sellers C.","JAMIA Open. 2022 Aug 1;5(3):ooac065. doi: 10.1093/jamiaopen/ooac065. eCollection 2022 Oct.","Hudnall M","JAMIA Open","2022","2022/08/03","PMC9341439","","10.1093/jamiaopen/ooac065"
"37815256","A repository of grade 1 and 2 meningioma MRIs in a public dataset for radiomics reproducibility tests","Vassantachart A, Cao Y, Shen Z, Cheng K, Gribble M, Ye JC, Zada G, Hurth K, Mathew A, Guzman S, Yang W.","Med Phys. 2024 Mar;51(3):2334-2344. doi: 10.1002/mp.16763. Epub 2023 Oct 10.","Vassantachart A","Med Phys","2024","2023/10/10","PMC10939960","NIHMS1937373","10.1002/mp.16763"
"32205788","Building a Research Data Repository for Chronic Condition Self-Management Using Harmonized Data","Moore SM, Musil CM, Alder ML, Pignatiello G, Higgins P, Webel A, Wright KD.","Nurs Res. 2020 Jul/Aug;69(4):254-263. doi: 10.1097/NNR.0000000000000435.","Moore SM","Nurs Res","2020","2020/03/25","","","10.1097/NNR.0000000000000435"
"34795092","Intelligent Integrative Platform for Sharing Heterogenuous Stem Cell Research Data","Borziak K, Parvanova I, Finkelstein J.","Stud Health Technol Inform. 2021 Nov 18;287:109-113. doi: 10.3233/SHTI210826.","Borziak K","Stud Health Technol Inform","2021","2021/11/19","","","10.3233/SHTI210826"
"33978761","The Dockstore: enhancing a community platform for sharing reproducible and accessible computational protocols","Yuen D, Cabansay L, Duncan A, Luu G, Hogue G, Overbeck C, Perez N, Shands W, Steinberg D, Reid C, Olunwa N, Hansen R, Sheets E, O'Farrell A, Cullion K, O'Connor BD, Paten B, Stein L.","Nucleic Acids Res. 2021 Jul 2;49(W1):W624-W632. doi: 10.1093/nar/gkab346.","Yuen D","Nucleic Acids Res","2021","2021/05/12","PMC8218198","","10.1093/nar/gkab346"
"37529934","ReProMSig: an integrative platform for development and application of reproducible multivariable models for cancer prognosis supporting guideline-based transparent reporting","Zhao T, Cao L, Ji J, Chang DK, Wu J.","Brief Bioinform. 2023 Sep 20;24(5):bbad267. doi: 10.1093/bib/bbad267.","Zhao T","Brief Bioinform","2023","2023/08/02","","","10.1093/bib/bbad267"
"37988206","IronForge: An Open, Secure, Fair, Decentralized Federated Learning","Yu G, Wang X, Sun C, Wang Q, Yu P, Ni W, Liu RP.","IEEE Trans Neural Netw Learn Syst. 2025 Jan;36(1):354-368. doi: 10.1109/TNNLS.2023.3329249. Epub 2025 Jan 7.","Yu G","IEEE Trans Neural Netw Learn Syst","2025","2023/11/21","","","10.1109/TNNLS.2023.3329249"
"35895741","A deep semantic vegetation health monitoring platform for citizen science imaging data","Khan A, Asim W, Ulhaq A, Robinson RW.","PLoS One. 2022 Jul 27;17(7):e0270625. doi: 10.1371/journal.pone.0270625. eCollection 2022.","Khan A","PLoS One","2022","2022/07/27","PMC9328533","","10.1371/journal.pone.0270625"
"38004816","Development and Evaluation/Verification of a Fully Automated Test Platform for the Rapid Detection of Cyclospora cayetanensis in Produce Matrices","Zhu H, Kim BJ, Spizz G, Rothrock D, Yasmin R, Arida J, Grocholl J, Montagna R, Schwartz B, Trujillo S, Almeria S.","Microorganisms. 2023 Nov 19;11(11):2805. doi: 10.3390/microorganisms11112805.","Zhu H","Microorganisms","2023","2023/11/25","PMC10673183","","10.3390/microorganisms11112805"
"37896628","N-Accesses: A Blockchain-Based Access Control Framework for Secure IoT Data Management","Hu T, Yang S, Wang Y, Li G, Wang Y, Wang G, Yin M.","Sensors (Basel). 2023 Oct 18;23(20):8535. doi: 10.3390/s23208535.","Hu T","Sensors (Basel)","2023","2023/10/28","PMC10610556","","10.3390/s23208535"
"35224477","Semantic Integration of Multi-Modal Data and Derived Neuroimaging Results Using the Platform for Imaging in Precision Medicine (PRISM) in the Arkansas Imaging Enterprise System (ARIES)","Bona J, Kemp AS, Cox C, Nolan TS, Pillai L, Das A, Galvin JE, Larson-Prior L, Virmani T, Prior F.","Front Artif Intell. 2022 Feb 10;4:649970. doi: 10.3389/frai.2021.649970. eCollection 2021.","Bona J","Front Artif Intell","2022","2022/02/28","PMC8866818","","10.3389/frai.2021.649970"
"34744655","PEERS - An Open Science ""Platform for the Exchange of Experimental Research Standards"" in Biomedicine","Sil A, Bespalov A, Dalla C, Ferland-Beckham C, Herremans A, Karantzalos K, Kas MJ, Kokras N, Parnham MJ, Pavlidi P, Pristouris K, Steckler T, Riedel G, Emmerich CH.","Front Behav Neurosci. 2021 Oct 21;15:755812. doi: 10.3389/fnbeh.2021.755812. eCollection 2021.","Sil A","Front Behav Neurosci","2021","2021/11/08","PMC8567102","","10.3389/fnbeh.2021.755812"
"36554152","VeVaPy, a Python Platform for Efficient Verification and Validation of Systems Biology Models with Demonstrations Using Hypothalamic-Pituitary-Adrenal Axis Models","Parker C, Nelson E, Zhang T.","Entropy (Basel). 2022 Nov 29;24(12):1747. doi: 10.3390/e24121747.","Parker C","Entropy (Basel)","2022","2022/12/23","PMC9777964","","10.3390/e24121747"
"38660778","Reproducible generation of human liver organoids (HLOs) on a pillar plate platform via microarray 3D bioprinting","Shrestha S, Lekkala VKR, Acharya P, Kang SY, Vanga MG, Lee MY.","Lab Chip. 2024 May 14;24(10):2747-2761. doi: 10.1039/d4lc00149d.","Shrestha S","Lab Chip","2024","2024/04/25","PMC11605706","NIHMS2035667","10.1039/d4lc00149d"
"36575383","OpenGenomeBrowser: a versatile, dataset-independent and scalable web platform for genome data management and comparative genomics","Roder T, Oberhänsli S, Shani N, Bruggmann R.","BMC Genomics. 2022 Dec 27;23(1):855. doi: 10.1186/s12864-022-09086-3.","Roder T","BMC Genomics","2022","2022/12/27","PMC9795662","","10.1186/s12864-022-09086-3"
"40164439","Scalable and efficient on-chain data management in blockchain for large biomedical data","Ni E, Knight E, Gerstein M.","J Biomed Inform. 2025 May;165:104818. doi: 10.1016/j.jbi.2025.104818. Epub 2025 Mar 29.","Ni E","J Biomed Inform","2025","2025/03/31","PMC12102614","NIHMS2077328","10.1016/j.jbi.2025.104818"
"40308739","Discovering linked data collections through a new national metadata platform","Miller KM, Flack FS, Smith MB, Bennett V, Marshall CE.","Int J Popul Data Sci. 2025 Apr 30;10(1):2461. doi: 10.23889/ijpds.v10i1.2461. eCollection 2025.","Miller KM","Int J Popul Data Sci","2025","2025/05/01","PMC12042732","","10.23889/ijpds.v10i1.2461"
"39475723","BakRep - a searchable large-scale web repository for bacterial genomes, characterizations and metadata","Fenske L, Jelonek L, Goesmann A, Schwengers O.","Microb Genom. 2024 Oct;10(10):001305. doi: 10.1099/mgen.0.001305.","Fenske L","Microb Genom","2024","2024/10/30","PMC11524574","","10.1099/mgen.0.001305"
"32217334","Improving the reproducibility, accuracy, and stability of an electrochemical biosensor platform for point-of-care use","Chen LC, Wang E, Tai CS, Chiu YC, Li CW, Lin YR, Lee TH, Huang CW, Chen JC, Chen WL.","Biosens Bioelectron. 2020 May 1;155:112111. doi: 10.1016/j.bios.2020.112111. Epub 2020 Feb 20.","Chen LC","Biosens Bioelectron","2020","2020/03/29","","","10.1016/j.bios.2020.112111"
"39948167","Circuit response and experimental verification of high energy storage density materials","Li Z, Fu K, Cheng Y, Hong K, Zhang G.","Sci Rep. 2025 Feb 13;15(1):5432. doi: 10.1038/s41598-025-89300-w.","Li Z","Sci Rep","2025","2025/02/13","PMC11825866","","10.1038/s41598-025-89300-w"
"34042771","Introducing a Platform for Integrating and Sharing Stem Cell Research Data","Borziak K, Parvanova I, Finkelstein J.","Stud Health Technol Inform. 2021 May 27;281:387-391. doi: 10.3233/SHTI210186.","Borziak K","Stud Health Technol Inform","2021","2021/05/27","","","10.3233/SHTI210186"
"34433217","Linking a Consortium-Wide Data Quality Assessment Tool with the MIRACUM Metadata Repository","Kapsner LA, Mang JM, Mate S, Seuchter SA, Vengadeswaran A, Bathelt F, Deppenwiese N, Kadioglu D, Kraska D, Prokosch HU.","Appl Clin Inform. 2021 Aug;12(4):826-835. doi: 10.1055/s-0041-1733847. Epub 2021 Aug 25.","Kapsner LA","Appl Clin Inform","2021","2021/08/25","PMC8387126","","10.1055/s-0041-1733847"
"38412098","Tracking the neural codes for words and phrases during semantic composition, working-memory storage, and retrieval","Desbordes T, King JR, Dehaene S.","Cell Rep. 2024 Mar 26;43(3):113847. doi: 10.1016/j.celrep.2024.113847. Epub 2024 Feb 26.","Desbordes T","Cell Rep","2024","2024/02/27","","","10.1016/j.celrep.2024.113847"
"41471522","Efficient Signed Certificate Verification for IoT and V2V Messages via Blockchain Integration","Khoury D, Eledlebi K, Hamze K, Sayah J, Sondi P, Danach K, Semaan D, Farran H, Haddad S.","Sensors (Basel). 2025 Dec 11;25(24):7528. doi: 10.3390/s25247528.","Khoury D","Sensors (Basel)","2025","2025/12/31","PMC12736745","","10.3390/s25247528"
"35939304","Sex and Location Differences in Verification Status of Physician-Held Social Media Platform Accounts","Rupert D, Shah K, Chen BY, O'Glasser AY, Schiml M, Jain S, Chino F.","JAMA Netw Open. 2022 Aug 1;5(8):e2225671. doi: 10.1001/jamanetworkopen.2022.25671.","Rupert D","JAMA Netw Open","2022","2022/08/08","PMC9361082","","10.1001/jamanetworkopen.2022.25671"
"41241215","THRAISE: An automated and reproducible web platform for RNA-seq analysis","Heo HH, Um SJ.","Mol Cells. 2025 Dec;48(12):100299. doi: 10.1016/j.mocell.2025.100299. Epub 2025 Nov 13.","Heo HH","Mol Cells","2025","2025/11/15","PMC12702357","","10.1016/j.mocell.2025.100299"
"38559126","Reproducible generation of human liver organoids (HLOs) on a pillar plate platform via microarray 3D bioprinting","Shrestha S, Lekkala VKR, Acharya P, Kang SY, Vanga MG, Lee MY.","bioRxiv [Preprint]. 2024 Mar 13:2024.03.11.584478. doi: 10.1101/2024.03.11.584478.","Shrestha S","bioRxiv","2024","2024/04/01","PMC10979895","","10.1101/2024.03.11.584478"
"38338229","Identifying the Barriers to Acceptance of Blockchain-Based Patient-Centric Data Management Systems in Healthcare","Mutambik I, Lee J, Almuqrin A, Alharbi ZH.","Healthcare (Basel). 2024 Jan 30;12(3):345. doi: 10.3390/healthcare12030345.","Mutambik I","Healthcare (Basel)","2024","2024/02/10","PMC10855174","","10.3390/healthcare12030345"
