PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35924113","Feature Extraction Approach for Speaker Verification to Support Healthcare System Using Blockchain Security for Data Privacy","Upadhyay S, Kumar M, Kumar A, Karnati R, Mahommad GB, Althubiti SA, Alenezi F, Polat K.","Comput Math Methods Med. 2022 Jul 25;2022:8717263. doi: 10.1155/2022/8717263. eCollection 2022.","Upadhyay S","Comput Math Methods Med","2022","2022/08/04","PMC9343193","","10.1155/2022/8717263"
"31488040","Design of a joint research data platform: A use case for severity assessment","Talbot SR, Bruch S, Kießling F, Marschollek M, Jandric B, Tolba RH, Bleich A.","Lab Anim. 2020 Feb;54(1):33-39. doi: 10.1177/0023677219872228. Epub 2019 Sep 5.","Talbot SR","Lab Anim","2020","2019/09/07","","","10.1177/0023677219872228"
"34171651","The instrumented sheep knee to elucidate insights into osteoarthritis development and progression: A sensitive and reproducible platform for integrated research efforts","Hart DA, Martin CR, Scott M, Shrive NG.","Clin Biomech (Bristol). 2021 Jul;87:105404. doi: 10.1016/j.clinbiomech.2021.105404. Epub 2021 Jun 8.","Hart DA","Clin Biomech (Bristol)","2021","2021/06/25","","","10.1016/j.clinbiomech.2021.105404"
"41188203","Recombinant Yeast Platform for Production and Verification of Diverse Quercetin Heteroconjugates","Sultana MJ, Nishikawa M, Sudaka Y, Ikushiro S.","J Agric Food Chem. 2025 Nov 19;73(46):29638-29649. doi: 10.1021/acs.jafc.5c10497. Epub 2025 Nov 4.","Sultana MJ","J Agric Food Chem","2025","2025/11/04","","","10.1021/acs.jafc.5c10497"
"39990799","GitHub is an effective platform for collaborative and reproducible laboratory research","Chen KY, Toro-Moreno M, Subramaniam AR.","ArXiv [Preprint]. 2025 Feb 10:arXiv:2408.09344v2.","Chen KY","ArXiv","2025","2025/02/24","PMC11844616","",""
"35489943","Objective evaluation of wearable thermoelectric generator: From platform building to performance verification","Xu Z, Yang D, Yuan X, Hua S, You H, Xing Y, Hu K, Wang J, Xiao Y, Yan Y, Tang X.","Rev Sci Instrum. 2022 Apr 1;93(4):045105. doi: 10.1063/5.0087672.","Xu Z","Rev Sci Instrum","2022","2022/04/30","","","10.1063/5.0087672"
"32777825","APRICOT: Advanced Platform for Reproducible Infrastructures in the Cloud via Open Tools","Giménez-Alventosa V, Segrelles JD, Moltó G, Roca-Sogorb M.","Methods Inf Med. 2020 Dec;59(S 02):e33-e45. doi: 10.1055/s-0040-1712460. Epub 2020 Aug 10.","Giménez-Alventosa V","Methods Inf Med","2020","2020/08/11","PMC7746519","","10.1055/s-0040-1712460"
"36677000","Some Lessons Learned on the Impact of the Storage Conditions, Syringe Wash Solvent, and the Way of GC-MS Injection on the Reproducibility of Metabolomic Studies","Kurbatov I, Kiseleva O, Arzumanian V, Dolgalev G, Poverennaya E.","Metabolites. 2023 Jan 3;13(1):75. doi: 10.3390/metabo13010075.","Kurbatov I","Metabolites","2023","2023/01/21","PMC9866955","","10.3390/metabo13010075"
"40710442","A Design Architecture for Decentralized and Provenance-Assisted eHealth Systems for Enhanced Personalized Medicine","Sergio WL, Ströele V, Braga R.","J Pers Med. 2025 Jul 19;15(7):325. doi: 10.3390/jpm15070325.","Sergio WL","J Pers Med","2025","2025/07/25","PMC12299404","","10.3390/jpm15070325"
"37978124","How does blockchain technology affect the development of green finance? Theoretical analysis and empirical verification","Jiang J, Li J, Wang W.","Environ Sci Pollut Res Int. 2023 Dec;30(58):122774-122790. doi: 10.1007/s11356-023-31035-0. Epub 2023 Nov 17.","Jiang J","Environ Sci Pollut Res Int","2023","2023/11/17","","","10.1007/s11356-023-31035-0"
"36324787","Does platform type matter? A semantic analysis of user attitude formation on online platforms","Zhang L, Zhan G, Li Q, Ren J.","Front Psychol. 2022 Oct 17;13:1005429. doi: 10.3389/fpsyg.2022.1005429. eCollection 2022.","Zhang L","Front Psychol","2022","2022/11/03","PMC9619103","","10.3389/fpsyg.2022.1005429"
"36330959","Mouse Phenome Database: towards a more FAIR-compliant and TRUST-worthy data repository and tool suite for phenotypes and genotypes","Bogue MA, Ball RL, Philip VM, Walton DO, Dunn MH, Kolishovski G, Lamoureux A, Gerring M, Liang H, Emerson J, Stearns T, He H, Mukherjee G, Bluis J, Desai S, Sundberg B, Kadakkuzha B, Kunde-Ramamoorthy G, Chesler EJ.","Nucleic Acids Res. 2023 Jan 6;51(D1):D1067-D1074. doi: 10.1093/nar/gkac1007.","Bogue MA","Nucleic Acids Res","2023","2022/11/04","PMC9825561","","10.1093/nar/gkac1007"
"39392971","Multimodal Deep Representation Learning for Quantum Cross-Platform Verification","Qian Y, Du Y, He Z, Hsieh MH, Tao D.","Phys Rev Lett. 2024 Sep 27;133(13):130601. doi: 10.1103/PhysRevLett.133.130601.","Qian Y","Phys Rev Lett","2024","2024/10/11","","","10.1103/PhysRevLett.133.130601"
"37856190","ART2Dose: A comprehensive dose verification platform for online adaptive radiotherapy","Lin J, Chen M, Lai Y, Trivedi Z, Wu J, Foo T, Gonzalez Y, Reynolds R, Park C, Yan Y, Godley A, Jiang S, Jia X, Lin MH, Pompos A, Lu W.","Med Phys. 2024 Jan;51(1):18-30. doi: 10.1002/mp.16806. Epub 2023 Oct 19.","Lin J","Med Phys","2024","2023/10/19","","","10.1002/mp.16806"
"40681592","Construction and efficiency analysis of an embedded system-based verification platform for edge computing","Cao J, Yu Z, Zhu B, Cao M, Yang J.","Sci Rep. 2025 Jul 18;15(1):26114. doi: 10.1038/s41598-025-10580-3.","Cao J","Sci Rep","2025","2025/07/18","PMC12274280","","10.1038/s41598-025-10580-3"
"37282571","Diabetes Health Supervision and Treatment Strategy Based on Data Management and Analysis on eKTANG Platform","Jiang Y, Wang Y.","Comb Chem High Throughput Screen. 2024;27(3):428-435. doi: 10.2174/1386207326666230605124450.","Jiang Y","Comb Chem High Throughput Screen","2024","2023/06/07","","","10.2174/1386207326666230605124450"
"37887112","A Nanozymatic-Mediated Smartphone Colorimetric Sensing Platform for the Detection of Dimethyl Phthalate (DMP) and Dibutyl Phthalate (DBP)","Li W, Zhang X, Zhang H, Zhang C, Chen Y, Li C, Hu Y, Yu X, Zhang B, Lin X.","Biosensors (Basel). 2023 Oct 8;13(10):919. doi: 10.3390/bios13100919.","Li W","Biosensors (Basel)","2023","2023/10/27","PMC10605576","","10.3390/bios13100919"
"41259098","Reproducibility and accuracy of bacterial methylome profiling using Oxford Nanopore Technologies nanopore sequencing platform","Schababerle T, Hayat O, Jung J, Le M, Polic I, Wees H, Bhatti M, Shelburne S, Liu X, Kalia A.","Microb Genom. 2025 Nov;11(11). doi: 10.1099/mgen.0.001564.","Schababerle T","Microb Genom","2025","2025/11/19","","","10.1099/mgen.0.001564"
"39399658","Linking the ECRIN Metadata Repository with the BBMRI-ERIC Directory to connect clinical studies with related biobanks and collections","Ohmann C, Canham S, Majcen K, Meloni V, Pireddu L, Sulis A, Delussu G, Frexia F, Holub P.","Open Res Eur. 2024 Oct 7;4:50. doi: 10.12688/openreseurope.17131.2. eCollection 2024.","Ohmann C","Open Res Eur","2024","2024/10/14","PMC11467644","","10.12688/openreseurope.17131.2"
"37810747","A health integrated platform for pharmacy clinical intervention data management and intelligent visual analytics and reporting","Frestel J, Teoh SWK, Broderick C, Dao A, Sajogo M.","Explor Res Clin Soc Pharm. 2023 Sep 22;12:100332. doi: 10.1016/j.rcsop.2023.100332. eCollection 2023 Dec.","Frestel J","Explor Res Clin Soc Pharm","2023","2023/10/09","PMC10556808","","10.1016/j.rcsop.2023.100332"
"35639939","Globally Accessible Distributed Data Sharing (GADDS): a decentralized FAIR platform to facilitate data sharing in the life sciences","Vazquez P, Hirayama-Shoji K, Novik S, Krauss S, Rayner S.","Bioinformatics. 2022 Aug 2;38(15):3812-3817. doi: 10.1093/bioinformatics/btac362.","Vazquez P","Bioinformatics","2022","2022/05/31","PMC9344842","","10.1093/bioinformatics/btac362"
"36850701","Peer-to-Peer User Identity Verification Time Optimization in IoT Blockchain Network","Kairaldeen AR, Abdullah NF, Abu-Samah A, Nordin R.","Sensors (Basel). 2023 Feb 13;23(4):2106. doi: 10.3390/s23042106.","Kairaldeen AR","Sensors (Basel)","2023","2023/02/28","PMC9961683","","10.3390/s23042106"
"41350574","A privacy preserving medical data management framework using blockchain enabled encrypted role based access control","Taloba AI, Rayan A.","Sci Rep. 2025 Dec 6;15(1):43864. doi: 10.1038/s41598-025-30916-3.","Taloba AI","Sci Rep","2025","2025/12/05","PMC12708723","","10.1038/s41598-025-30916-3"
"37667526","Contrast-agent-based perfusion MRI code repository and testing framework: ISMRM Open Science Initiative for Perfusion Imaging (OSIPI)","van Houdt PJ, Ragunathan S, Berks M, Ahmed Z, Kershaw LE, Gurney-Champion OJ, Tadimalla S, Arvidsson J, Sun Y, Kallehauge J, Dickie B, Lévy S, Bell L, Sourbron S, Thrippleton MJ;  on behalf of the ISMRM Perfusion Study Group.","Magn Reson Med. 2024 May;91(5):1774-1786. doi: 10.1002/mrm.29826. Epub 2023 Sep 4.","van Houdt PJ","Magn Reson Med","2024","2023/09/05","","","10.1002/mrm.29826"
"33572822","Universal Verification Platform and Star Simulator for Fast Star Tracker Design","Schulz VH, Marcelino GM, Seman LO, Santos Barros J, Kim S, Cho M, Villarrubia González G, Leithardt VRQ, Bezerra EA.","Sensors (Basel). 2021 Jan 29;21(3):907. doi: 10.3390/s21030907.","Schulz VH","Sensors (Basel)","2021","2021/02/12","PMC7866273","","10.3390/s21030907"
"37258104","Measurement of serum anti-Müllerian hormone by revised Gen II or automated assay: Reproducibility under various blood/serum storage conditions","Lee JY, Kim CH, Choe SA, Seo S, Kim SH.","Clin Exp Reprod Med. 2023 Jun;50(2):107-116. doi: 10.5653/cerm.2022.05687. Epub 2023 May 24.","Lee JY","Clin Exp Reprod Med","2023","2023/05/31","PMC10258520","","10.5653/cerm.2022.05687"
"37266206","Retracted: Healthcare and Fitness Data Management Using the IoT-Based Blockchain Platform","Healthcare Engineering JO.","J Healthc Eng. 2023 May 24;2023:9831689. doi: 10.1155/2023/9831689. eCollection 2023.","Healthcare Engineering JO","J Healthc Eng","2023","2023/06/02","PMC10232103","","10.1155/2023/9831689"
"41377523","SaVor - A Reproducible Structural Variant Calling and Benchmarking Platform from Short-Read Data","Mugoya T, Sethuraman A.","bioRxiv [Preprint]. 2025 Dec 1:2025.11.26.690832. doi: 10.1101/2025.11.26.690832.","Mugoya T","bioRxiv","2025","2025/12/11","PMC12687769","","10.1101/2025.11.26.690832"
"32821064","ACTION-EHR: Patient-Centric Blockchain-Based Electronic Health Record Data Management for Cancer Care","Dubovitskaya A, Baig F, Xu Z, Shukla R, Zambani PS, Swaminathan A, Jahangir MM, Chowdhry K, Lachhani R, Idnani N, Schumacher M, Aberer K, Stoller SD, Ryu S, Wang F.","J Med Internet Res. 2020 Aug 21;22(8):e13598. doi: 10.2196/13598.","Dubovitskaya A","J Med Internet Res","2020","2020/08/22","PMC7474412","","10.2196/13598"
"36975161","A Streamlined High-Throughput Plasma Proteomics Platform for Clinical Proteomics with Improved Proteome Coverage, Reproducibility, and Robustness","Woo J, Zhang Q.","J Am Soc Mass Spectrom. 2023 Apr 5;34(4):754-762. doi: 10.1021/jasms.3c00022. Epub 2023 Mar 28.","Woo J","J Am Soc Mass Spectrom","2023","2023/03/28","PMC10080683","","10.1021/jasms.3c00022"
"34156448","ReMeDy: a platform for integrating and sharing published stem cell research data with a focus on iPSC trials","Borziak K, Parvanova I, Finkelstein J.","Database (Oxford). 2021 Jun 22;2021:baab038. doi: 10.1093/database/baab038.","Borziak K","Database (Oxford)","2021","2021/06/22","PMC8218701","","10.1093/database/baab038"
"37218289","De-black-boxing health AI: demonstrating reproducible machine learning computable phenotypes using the N3C-RECOVER Long COVID model in the All of Us data repository","Pfaff ER, Girvin AT, Crosskey M, Gangireddy S, Master H, Wei WQ, Kerchberger VE, Weiner M, Harris PA, Basford M, Lunt C, Chute CG, Moffitt RA, Haendel M; N3C and RECOVER Consortia.","J Am Med Inform Assoc. 2023 Jun 20;30(7):1305-1312. doi: 10.1093/jamia/ocad077.","Pfaff ER","J Am Med Inform Assoc","2023","2023/05/23","PMC10280348","","10.1093/jamia/ocad077"
"31976701","Cross-Platform Verification of Intermediate Scale Quantum Devices","Elben A, Vermersch B, van Bijnen R, Kokail C, Brydges T, Maier C, Joshi MK, Blatt R, Roos CF, Zoller P.","Phys Rev Lett. 2020 Jan 10;124(1):010504. doi: 10.1103/PhysRevLett.124.010504.","Elben A","Phys Rev Lett","2020","2020/01/25","","","10.1103/PhysRevLett.124.010504"
"41129381","ShortCake: an integrated platform for efficient and reproducible single-cell analysis","Nakato R, Nagai LAE.","Bioinformatics. 2025 Nov 1;41(11):btaf559. doi: 10.1093/bioinformatics/btaf559.","Nakato R","Bioinformatics","2025","2025/10/23","PMC12619637","","10.1093/bioinformatics/btaf559"
"36201903","A plan verification platform for online adaptive proton therapy using deep learning-based Monte-Carlo denoising","Zhang G, Chen X, Dai J, Men K.","Phys Med. 2022 Nov;103:18-25. doi: 10.1016/j.ejmp.2022.09.018. Epub 2022 Oct 3.","Zhang G","Phys Med","2022","2022/10/06","","","10.1016/j.ejmp.2022.09.018"
"39686024","Retrieval Integrity Verification and Multi-System Data Interoperability Mechanism of a Blockchain Oracle for Smart Healthcare with Internet of Things (IoT) Integration","Zhou Z, Chen L, Zhao Y, Yang X, Han Z, He Z.","Sensors (Basel). 2024 Nov 24;24(23):7487. doi: 10.3390/s24237487.","Zhou Z","Sensors (Basel)","2024","2024/12/17","PMC11644699","","10.3390/s24237487"
"37171846","The Swiss Pathogen Surveillance Platform - towards a nation-wide One Health data exchange platform for bacterial, viral and fungal genomics and associated metadata","Neves A, Walther D, Martin-Campos T, Barbie V, Bertelli C, Blanc D, Bouchet G, Erard F, Greub G, Hirsch HH, Huber M, Kaiser L, Leib SL, Leuzinger K, Lazarevic V, Mäusezahl M, Molina J, Neher RA, Perreten V, Ramette A, Roloff T, Schrenzel J, Seth-Smith HMB, Stephan R, Terumalai D, Wegner F, Egli A.","Microb Genom. 2023 May;9(5):mgen001001. doi: 10.1099/mgen.0.001001.","Neves A","Microb Genom","2023","2023/05/12","PMC10272868","","10.1099/mgen.0.001001"
"40102516","Blockchain ensuring academic integrity with a degree verification prototype","Cardenas-Quispe MA, Pacheco A.","Sci Rep. 2025 Mar 18;15(1):9281. doi: 10.1038/s41598-025-93913-6.","Cardenas-Quispe MA","Sci Rep","2025","2025/03/19","PMC11920411","","10.1038/s41598-025-93913-6"
"33768291","Long-term inter-platform reproducibility, bias, and linearity of commercial PDFF MRI methods for fat quantification: a multi-center, multi-vendor phantom study","Schneider E, Remer EM, Obuchowski NA, McKenzie CA, Ding X, Navaneethan SD.","Eur Radiol. 2021 Oct;31(10):7566-7574. doi: 10.1007/s00330-021-07851-8. Epub 2021 Mar 25.","Schneider E","Eur Radiol","2021","2021/03/26","","","10.1007/s00330-021-07851-8"
"37203616","The Importance of Being FAIR and FAST - The Clinical Epidemiology and Study Platform of the German Network University Medicine (NUKLEUS)","Krefting D, Anton G, Chaplinskaya-Sobol I, Hanss S, Hoffmann W, Hopff SM, Kraus M, Lorbeer R, Lorenz-Depiereux B, Illig T, Schäfer C, Schaller J, Stahl D, Valentin H, Heuschmann P, Vehreschild J.","Stud Health Technol Inform. 2023 May 18;302:93-97. doi: 10.3233/SHTI230071.","Krefting D","Stud Health Technol Inform","2023","2023/05/19","","","10.3233/SHTI230071"
"32869137","Automating creativity assessment with SemDis: An open platform for computing semantic distance","Beaty RE, Johnson DR.","Behav Res Methods. 2021 Apr;53(2):757-780. doi: 10.3758/s13428-020-01453-w.","Beaty RE","Behav Res Methods","2021","2020/09/02","PMC8062332","","10.3758/s13428-020-01453-w"
"32563430","Spherical center and rotating platform hinged knee prosthesis: Finite-element model establishment, verification and contact analysis","Zhang JY, Wang J, Tian DM, Jiang DP, Li JJ, Hu YC.","Knee. 2020 Jun;27(3):731-739. doi: 10.1016/j.knee.2020.04.022. Epub 2020 May 19.","Zhang JY","Knee","2020","2020/06/22","","","10.1016/j.knee.2020.04.022"
"36097180","The Criminal Justice Administrative Records System: A next-generation research data platform","Finlay K, Mueller-Smith M, Papp J.","Sci Data. 2022 Sep 12;9(1):562. doi: 10.1038/s41597-022-01620-y.","Finlay K","Sci Data","2022","2022/09/13","PMC9468342","","10.1038/s41597-022-01620-y"
"41614048","Neurosynth Compose: A web-based platform for flexible and reproducible neuroimaging meta-analysis","Kent JD, Lee N, Laird AR, Salo T, Peraza J, Bottenhorn KL, Oudyk K, Nichols TE, Poline JB, de la Vega A.","Imaging Neurosci (Camb). 2026 Jan 27;4:IMAG.a.1114. doi: 10.1162/IMAG.a.1114. eCollection 2026.","Kent JD","Imaging Neurosci (Camb)","2026","2026/01/30","PMC12849227","","10.1162/IMAG.a.1114"
"35629225","Diffusion of a Lifelog-Based Digital Healthcare Platform for Future Precision Medicine: Data Provision and Verification Study","Lee K, Lee J, Hwang S, Kim Y, Lee Y, Urtnasan E, Koh SB, Youk H.","J Pers Med. 2022 May 16;12(5):803. doi: 10.3390/jpm12050803.","Lee K","J Pers Med","2022","2022/05/28","PMC9147795","","10.3390/jpm12050803"
"33566788","Reliable Co-Prognosability of Decentralized Stochastic Discrete-Event Systems and a Polynomial-Time Verification","Liao H, Liu F, Zhao R.","IEEE Trans Cybern. 2022 Jul;52(7):6207-6216. doi: 10.1109/TCYB.2021.3051260. Epub 2022 Jul 4.","Liao H","IEEE Trans Cybern","2022","2021/02/10","","","10.1109/TCYB.2021.3051260"
"35648013","Under lock and key: Incorporation of blockchain technology in the field of ophthalmic artificial intelligence for big data management - A perfect match?","Ramesh PV, Devadas AK, Ray P, Ramesh SV, Joshua T, Priyan V, Ramesh MK, Rajasekaran R.","Indian J Ophthalmol. 2022 Jun;70(6):2188-2190. doi: 10.4103/ijo.IJO_143_22.","Ramesh PV","Indian J Ophthalmol","2022","2022/06/01","PMC9359239","","10.4103/ijo.IJO_143_22"
"33862661","A Permissioned Blockchain Network for Security and Sharing of De-identified Tuberculosis Research Data in Brazil","Lima VC, Bernardi FA, Alves D, Kritski AL, Galliez RM, Rijo RPCL.","Methods Inf Med. 2020 Dec;59(6):205-218. doi: 10.1055/s-0041-1727194. Epub 2021 Apr 16.","Lima VC","Methods Inf Med","2020","2021/04/16","","","10.1055/s-0041-1727194"
"40019391","MSConnect: Open-Source, End-to-End Platform for Automated Mass Spectrometry Data Management, Analysis, and Visualization","Xie X, Reyes PS, Lin HL, Mannewitz GA, Truong T, Webber KGI, Payne SH, Kelly RT.","J Proteome Res. 2025 Apr 4;24(4):1757-1764. doi: 10.1021/acs.jproteome.4c00854. Epub 2025 Feb 28.","Xie X","J Proteome Res","2025","2025/02/28","PMC12009169","NIHMS2069709","10.1021/acs.jproteome.4c00854"
"40776146","Architectural Framework for Developing a Healthcare Research Data Repository: A Scalable and Interoperable Approach","Santos RS, Moreno RA, Rebelo MS, Pires FA, Krieger JE, Gutierrez MA.","Stud Health Technol Inform. 2025 Aug 7;329:1616-1617. doi: 10.3233/SHTI251129.","Santos RS","Stud Health Technol Inform","2025","2025/08/08","","","10.3233/SHTI251129"
"32792932","Experimental Pipeline (Expipe): A Lightweight Data Management Platform to Simplify the Steps From Experiment to Data Analysis","Lepperød ME, Dragly SA, Buccino AP, Mobarhan MH, Malthe-Sørenssen A, Hafting T, Fyhn M.","Front Neuroinform. 2020 Jul 24;14:30. doi: 10.3389/fninf.2020.00030. eCollection 2020.","Lepperød ME","Front Neuroinform","2020","2020/08/15","PMC7393253","","10.3389/fninf.2020.00030"
"32883210","""METAGENOTE: a simplified web platform for metadata annotation of genomic samples and streamlined submission to NCBI's sequence read archive""","Quiñones M, Liou DT, Shyu C, Kim W, Vujkovic-Cvijin I, Belkaid Y, Hurt DE.","BMC Bioinformatics. 2020 Sep 3;21(1):378. doi: 10.1186/s12859-020-03694-0.","Quiñones M","BMC Bioinformatics","2020","2020/09/05","PMC7471527","","10.1186/s12859-020-03694-0"
"35602618","Construction of a Public Service Cloud Platform for Disabled People Based on the Big Data Management Model of the Internet of Things","Liu X, Chang G.","Comput Intell Neurosci. 2022 May 11;2022:3153454. doi: 10.1155/2022/3153454. eCollection 2022.","Liu X","Comput Intell Neurosci","2022","2022/05/23","PMC9117066","","10.1155/2022/3153454"
"37960509","OutcropHyBNet: Hybrid Backbone Networks with Data Augmentation for Accurate Stratum Semantic Segmentation of Monocular Outcrop Images in Carbon Capture and Storage Applications","Madokoro H, Sato K, Nix S, Chiyonobu S, Nagayoshi T, Sato K.","Sensors (Basel). 2023 Oct 29;23(21):8809. doi: 10.3390/s23218809.","Madokoro H","Sensors (Basel)","2023","2023/11/14","PMC10650223","","10.3390/s23218809"
"40640156","Random access and semantic search in DNA data storage enabled by Cas9 and machine-guided design","Imburgia C, Organick L, Zhang K, Cardozo N, McBride J, Bee C, Wilde D, Roote G, Jorgensen S, Ward D, Anderson C, Strauss K, Ceze L, Nivala J.","Nat Commun. 2025 Jul 10;16(1):6388. doi: 10.1038/s41467-025-61264-5.","Imburgia C","Nat Commun","2025","2025/07/10","PMC12246221","","10.1038/s41467-025-61264-5"
"35168728","Highly reproducible and sensitive electrochemical biosensor for Chlamydia trachomatis detection based on duplex-specific nuclease-assisted target-responsive DNA hydrogels and bovine serum albumin carrier platform","Cheng L, He Y, Yang Y, Chen J, He H, Liu Y, Lin Z, Hong G.","Anal Chim Acta. 2022 Mar 8;1197:339496. doi: 10.1016/j.aca.2022.339496. Epub 2022 Jan 15.","Cheng L","Anal Chim Acta","2022","2022/02/16","","","10.1016/j.aca.2022.339496"
"32600891","Use of a Secure Web-Based Data Management Platform to Track Resident Operative Performance and Program Educational Quality Over Time","Meholick AL, Jesneck JL, Thanawala RM, Seymour NE.","J Surg Educ. 2020 Nov-Dec;77(6):e187-e195. doi: 10.1016/j.jsurg.2020.05.022. Epub 2020 Jun 26.","Meholick AL","J Surg Educ","2020","2020/07/01","","","10.1016/j.jsurg.2020.05.022"
"39025562","Edwards curve digital signature algorithm for video integrity verification on blockchain framework","Lawrence L, Shreelekshmi R.","Sci Justice. 2024 Jul;64(4):367-376. doi: 10.1016/j.scijus.2024.04.008. Epub 2024 May 13.","Lawrence L","Sci Justice","2024","2024/07/18","","","10.1016/j.scijus.2024.04.008"
"40420483","Vendor-agnostic 3D multiparametric relaxometry improves cross-platform reproducibility","Fujita S, Gagoski B, Nielsen JF, Zaitsev M, Jun Y, Cho J, Yong X, Uhl Q, Xu P, Milshteyn E, Shaik IA, Liu Q, Chen Q, Afacan O, Kirsch JE, Rathi Y, Bilgic B.","Magn Reson Med. 2025 Sep;94(3):937-948. doi: 10.1002/mrm.30566. Epub 2025 May 26.","Fujita S","Magn Reson Med","2025","2025/05/27","PMC12204796","NIHMS2080221","10.1002/mrm.30566"
"40067093","BioArchLinux: community-driven fresh reproducible software repository for life sciences","Zhang G, Ristola P, Su H, Kumar B, Zhang B, Hu Y, Elliot MG, Drobot V, Zhu J, Staal J, Larralde M, Wang S, Yi Y, Yu H.","Bioinformatics. 2025 Mar 4;41(3):btaf106. doi: 10.1093/bioinformatics/btaf106.","Zhang G","Bioinformatics","2025","2025/03/11","PMC11925497","","10.1093/bioinformatics/btaf106"
"31599058","PhyloSuite: An integrated and scalable desktop platform for streamlined molecular sequence data management and evolutionary phylogenetics studies","Zhang D, Gao F, Jakovlić I, Zou H, Zhang J, Li WX, Wang GT.","Mol Ecol Resour. 2020 Jan;20(1):348-355. doi: 10.1111/1755-0998.13096. Epub 2019 Nov 6.","Zhang D","Mol Ecol Resour","2020","2019/10/11","","","10.1111/1755-0998.13096"
"40470341","How can we make GPS tracking studies more open, reproducible, and collaborative? A vision for the OpenGPS platform","Malekzadeh M, Ha HJ, Sila-Nowicka K, Brum-Bastos V, Lee J, Demšar U, Long JA.","Data Brief. 2025 May 2;60:111603. doi: 10.1016/j.dib.2025.111603. eCollection 2025 Jun.","Malekzadeh M","Data Brief","2025","2025/06/05","PMC12136898","","10.1016/j.dib.2025.111603"
"40282806","Food Safety Distribution Systems Using Private Blockchain: Ensuring Traceability and Data Integrity Verification","Oh SE, Kim JH, Kim JY, Ahn JH.","Foods. 2025 Apr 18;14(8):1405. doi: 10.3390/foods14081405.","Oh SE","Foods","2025","2025/04/26","PMC12027158","","10.3390/foods14081405"
"41453979","Semantic decentralized authentication for IoT-based e-learning using Hedera Hashgraph and Knowledge Graphs","Luo L, Zhang Y, Tang Q.","Sci Rep. 2025 Dec 26;16(1):3225. doi: 10.1038/s41598-025-33206-0.","Luo L","Sci Rep","2025","2025/12/26","PMC12830672","","10.1038/s41598-025-33206-0"
"39821806","Reproducible, Scale-Up Production of Human Liver Organoids (HLOs) on a Pillar Plate Platform via Microarray 3D Bioprinting","Shrestha S, Vanga MG, Jonnadula C, Acharya P, Lee M, Lee MY.","Methods Mol Biol. 2025 Jan 17. doi: 10.1007/7651_2024_603. Online ahead of print.","Shrestha S","Methods Mol Biol","2025","2025/01/17","","","10.1007/7651_2024_603"
"39316901","Dual-functional probe-based multi-signal immunosensor platform for tropane alkaloids: Verification and evaluation","Wang Z, Han K, Feng Z, Sun B, Zhang S, Wang S, Jiang H.","Food Chem. 2025 Jan 15;463(Pt 3):141298. doi: 10.1016/j.foodchem.2024.141298. Epub 2024 Sep 17.","Wang Z","Food Chem","2025","2024/09/24","","","10.1016/j.foodchem.2024.141298"
